id,order_id,date,quantity,product_id,product_name,products_unit,products_price,supplier_id,suppliers_name,suppliers_contact,suppliers_address,suppliers_city,suppliers_postal_code,suppliers_country,suppliers_phone,category_id,categories_name,categories_description,customer_id,customers_name,customers_contact,customer_address,customers_city,customers_postal_code,customers_country,employee_id,employees_last_name,employees_first_name,employees_birthdate,employees_photo,employees_notes,shipper_id,shippers_name,shippers_phone
117,10291,1996-08-27,24,44,"Gula Malacca","20 - 2 kg bags",19.45,20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199"
118,10291,1996-08-27,2,51,"Manjimup Dried Apples","50 - 300 g pkgs.",53,24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",7,Produce,"Dried fruit and bean curd",61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199"
124,10294,1996-08-30,18,1,Chais,"10 boxes x 20 bags",18,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
125,10294,1996-08-30,15,17,"Alice Mutton","20 - 1 kg tins",39,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",6,Meat/Poultry,"Prepared meats",65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
126,10294,1996-08-30,15,43,"Ipoh Coffee","16 - 500 g tins",46,20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
127,10294,1996-08-30,21,60,"Camembert Pierrot","15 - 300 g rounds",34,28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,4,"Dairy Products",Cheeses,65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
128,10294,1996-08-30,6,75,"Rhonbrau Klosterbier","24 - 0.5 l bottles",7.75,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",65,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
130,10296,1996-09-03,12,11,"Queso Cabrales","1 kg pkg.",21,5,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",Oviedo,33007,Spain,"(98) 598 76 54",4,"Dairy Products",Cheeses,46,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
131,10296,1996-09-03,30,16,Pavlova,"32 - 500 g boxes",17.45,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",3,Confections,"Desserts, candies, and sweet breads",46,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
132,10296,1996-09-03,15,69,Gudbrandsdalsost,"10 kg pkg.",36,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,4,"Dairy Products",Cheeses,46,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
133,10297,1996-09-04,60,39,"Chartreuse verte","750 cc per bottle",18,18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",7,"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",2,"United Package","(503) 555-3199"
134,10297,1996-09-04,20,72,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",4,"Dairy Products",Cheeses,7,"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",2,"United Package","(503) 555-3199"
135,10298,1996-09-05,40,2,Chang,"24 - 12 oz bottles",19,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199"
136,10298,1996-09-05,40,36,"Inlagd Sill","24 - 250 g jars",19,17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",8,Seafood,"Seaweed and fish",37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199"
137,10298,1996-09-05,30,59,"Raclette Courdavault","5 kg pkg.",55,28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,4,"Dairy Products",Cheeses,37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199"
138,10298,1996-09-05,15,62,"Tarte au sucre","48 pies",49.3,29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",3,Confections,"Desserts, candies, and sweet breads",37,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199"
139,10299,1996-09-06,15,19,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",3,Confections,"Desserts, candies, and sweet breads",67,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Rio de Janeiro",02389-890,Brazil,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
140,10299,1996-09-06,20,70,"Outback Lager","24 - 355 ml bottles",15,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",67,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Rio de Janeiro",02389-890,Brazil,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
143,10301,1996-09-09,10,40,"Boston Crab Meat","24 - 4 oz tins",18.4,19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",8,Seafood,"Seaweed and fish",86,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900",Stuttgart,70563,Germany,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199"
144,10301,1996-09-09,20,56,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665",5,Grains/Cereals,"Breads, crackers, pasta, and cereal",86,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900",Stuttgart,70563,Germany,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199"
145,10302,1996-09-10,40,17,"Alice Mutton","20 - 1 kg tins",39,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",6,Meat/Poultry,"Prepared meats",76,"Supremes delices","Pascale Cartrain","Boulevard Tirou, 255",Charleroi,B-6000,Belgium,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
146,10302,1996-09-10,28,28,"Rossle Sauerkraut","25 - 825 g cans",45.6,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",7,Produce,"Dried fruit and bean curd",76,"Supremes delices","Pascale Cartrain","Boulevard Tirou, 255",Charleroi,B-6000,Belgium,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
147,10302,1996-09-10,12,43,"Ipoh Coffee","16 - 500 g tins",46,20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",76,"Supremes delices","Pascale Cartrain","Boulevard Tirou, 255",Charleroi,B-6000,Belgium,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
148,10303,1996-09-11,40,40,"Boston Crab Meat","24 - 4 oz tins",18.4,19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",8,Seafood,"Seaweed and fish",30,"Godos Cocina Tipica","Jose Pedro Freyre","C/ Romero, 33",Sevilla,41101,Spain,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199"
149,10303,1996-09-11,30,65,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles",21.05,2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822",2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",30,"Godos Cocina Tipica","Jose Pedro Freyre","C/ Romero, 33",Sevilla,41101,Spain,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199"
150,10303,1996-09-11,15,68,"Scottish Longbreads","10 boxes x 8 pieces",12.5,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",3,Confections,"Desserts, candies, and sweet breads",30,"Godos Cocina Tipica","Jose Pedro Freyre","C/ Romero, 33",Sevilla,41101,Spain,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199"
154,10305,1996-09-13,25,18,"Carnarvon Tigers","16 kg pkg.",62.5,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",8,Seafood,"Seaweed and fish",55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931"
155,10305,1996-09-13,25,29,"Thuringer Rostbratwurst","50 bags x 30 sausgs.",123.79,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",6,Meat/Poultry,"Prepared meats",55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931"
156,10305,1996-09-13,30,39,"Chartreuse verte","750 cc per bottle",18,18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931"
162,10308,1996-09-18,1,69,Gudbrandsdalsost,"10 kg pkg.",36,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,4,"Dairy Products",Cheeses,2,"Ana Trujillo Emparedados y helados","Ana Trujillo","Avda. de la Constitucion 2222","Mexico D.F.",05021,Mexico,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",3,"Federal Shipping","(503) 555-9931"
163,10308,1996-09-18,5,70,"Outback Lager","24 - 355 ml bottles",15,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2,"Ana Trujillo Emparedados y helados","Ana Trujillo","Avda. de la Constitucion 2222","Mexico D.F.",05021,Mexico,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",3,"Federal Shipping","(503) 555-9931"
169,10310,1996-09-20,10,16,Pavlova,"32 - 500 g boxes",17.45,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",3,Confections,"Desserts, candies, and sweet breads",77,"The Big Cheese","Liz Nixon","89 Jefferson Way Suite 2",Portland,97201,USA,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199"
170,10310,1996-09-20,5,62,"Tarte au sucre","48 pies",49.3,29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",3,Confections,"Desserts, candies, and sweet breads",77,"The Big Cheese","Liz Nixon","89 Jefferson Way Suite 2",Portland,97201,USA,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199"
181,10315,1996-09-26,14,34,"Sasquatch Ale","24 - 12 oz bottles",14,16,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
182,10315,1996-09-26,30,70,"Outback Lager","24 - 355 ml bottles",15,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199"
185,10317,1996-09-30,20,1,Chais,"10 boxes x 20 bags",18,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",48,"Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.",Portland,97219,USA,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",1,"Speedy Express","(503) 555-9831"
186,10318,1996-10-01,20,41,"Jacks New England Clam Chowder","12 - 12 oz cans",9.65,19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",8,Seafood,"Seaweed and fish",38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199"
187,10318,1996-10-01,6,76,Lakkalikoori,"500 ml",18,23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",38,"Island Trading","Helen Bennett","Garden House Crowther Way",Cowes,"PO31 7PJ",UK,8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",2,"United Package","(503) 555-3199"
188,10319,1996-10-02,8,17,"Alice Mutton","20 - 1 kg tins",39,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",6,Meat/Poultry,"Prepared meats",80,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Mexico D.F.",05033,Mexico,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",3,"Federal Shipping","(503) 555-9931"
189,10319,1996-10-02,14,28,"Rossle Sauerkraut","25 - 825 g cans",45.6,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",7,Produce,"Dried fruit and bean curd",80,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Mexico D.F.",05033,Mexico,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",3,"Federal Shipping","(503) 555-9931"
190,10319,1996-10-02,30,76,Lakkalikoori,"500 ml",18,23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",80,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Mexico D.F.",05033,Mexico,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",3,"Federal Shipping","(503) 555-9931"
191,10320,1996-10-03,30,71,Flotemysost,"10 - 500 g pkgs.",21.5,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,4,"Dairy Products",Cheeses,87,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",3,"Federal Shipping","(503) 555-9931"
193,10322,1996-10-04,20,52,"Filo Mix","16 - 2 kg boxes",7,24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",5,Grains/Cereals,"Breads, crackers, pasta, and cereal",58,"Pericles Comidas clasicas","Guillermo Fernandez","Calle Dr. Jorge Cash 321","Mexico D.F.",05033,Mexico,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",3,"Federal Shipping","(503) 555-9931"
194,10323,1996-10-07,5,15,"Genen Shouyu","24 - 250 ml bottles",15.5,6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831"
195,10323,1996-10-07,4,25,"NuNuCa Nuss-Nougat-Creme","20 - 450 g glasses",14,11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510",3,Confections,"Desserts, candies, and sweet breads",39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831"
196,10323,1996-10-07,4,39,"Chartreuse verte","750 cc per bottle",18,18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68",1,Beverages,"Soft drinks, coffees, teas, beers, and ales",39,"Koniglich Essen","Philip Cramer","Maubelstr. 90",Brandenburg,14776,Germany,4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831"
